見出し,見出し（説明）,分類,分類（説明）,日時,場所,対象,定員,費用,申込,問い合わせ,申込・問い合わせ,案内配布,受験資格,願書配布,URL1,URL2,Eメール1,Eメール2
手話講習会,4月～（順次開催）,,,,(1)和歌山市中央コミュニティセンター(2)海南保健所(3)岩出保健所(4)橋本保健所(5)湯浅保健所(6)御坊保健所(7)田辺市民総合センター(8)新宮保健所(9)新宮保健所串本支所,手話奉仕員養成基礎編修了者程度の方,,,,,電話で住所、氏名、電話番号を(1)県庁障害福祉課(2)～(9)会場地の振興局保健福祉課［(9)は串本支所地域福祉課］（ファックスの場合は県庁障害福祉課へ ファックス073-432-5567）県ウェブサイトでも掲載,,,,https://www.pref.wakayama.lg.jp/prefg/040400/index.html,,,
戦没者慰霊巡拝参加者,対象地域：旧ソ連、中国、モンゴル、硫黄島、東部ニューギニア、ソロモン諸島、マリアナ諸島、アッツ島、インド、フィリピン,,,6月～2020年2月の間,,対象地域で戦没された方の遺族（3親等以内）,,,,県庁福祉保健総務課,,,,,,,,
難病患者就職サポーター出張相談会,,,,毎月第1火曜（4月のみ第3火曜）(1)13:30～14:30(2)14:45～15:45,県難病・子ども保健相談支援センター（和歌山市）,難病患者、家族、事業主など, 各回2組（先着順）,,,,電話、ファックスで住所、氏名、電話番号、参加人数、相談内容を各回4日前までに会場電話073-445-0520　ファックス073-445-0603県ウェブサイトでも掲載,,,,https://www.pref.wakayama.lg.jp/prefg/050302/050300/kodomo/index.html,,,
県立医科大学事務職採用説明会,,,,4月20日（土）13:00～16:00,県立医大紀三井寺キャンパス基礎教育棟（和歌山市）,,150人（先着順）,,,,Eメールで件名「採用説明会参加希望」とし、住所、氏名、年齢、電話番号を県立医科大学総務課,,,,,,soumuka@wakayama-med.ac.jp  ,
親子生き物観察教室,干潟にすむ貝やカニなどの生き物に触れ、自然環境の大切さを学ぶ,,,5月19日（日）10:30～12:30,和歌浦周辺（和歌山市）,県内在住の小学生とその保護者,10組30人程度（抽選）,,,,往復ハガキ、Eメールで代表者の住所・電話番号、全員の氏名・年齢を4月1～22日に県庁環境生活総務課県ウェブサイトでも掲載,,,,https://www.pref.wakayama.lg.jp/prefg/032000/index.html,,e0320003@pref.wakayama.lg.jp  ,
松竹大歌舞伎,松本幸四郎改め二代目松本白鸚（はくおう）・市川染五郎改め松本幸四郎襲名披露公演,,,4月12日（金）13:00～,県民文化会館（和歌山市）,,"2,000人（全席指定）（先着順）","特等10,000円、一等7,000円、二等5,000円",,,電話、インターネットで会場電話073-436-1331※各プレイガイドでも発売,,,,http://www.wacaf.or.jp/culturehall/,,,
県営住宅入居者,申込用紙配布： 5月7日（火）～15日（水）9:00～17:00（土日除く）配布場所：県住宅供給公社、振興局建設部（海草除く）など,,,,,,,,,詳しくは要問合せ県ウェブサイトでも掲載,,,,,https://www.pref.wakayama.lg.jp/prefg/080800/kenei/bosyu.html,,,
特定公共賃貸住宅入居者～中堅所得者層向け～,"申込用紙配布： 5月7日（火）～15日（水）9:00～17:00（土日除く）配布場所：問合先、県庁建築住宅課【和歌山市】城北（＊）3戸（3LDK72,000円）※（＊）はバリアフリー化された住宅",,,,,,,,,県住宅供給公社 電話073-425-6888県ウェブサイトでも掲載,,,,,https://www.pref.wakayama.lg.jp/prefg/080800/kenei/bosyu.html,,,
「はかり」の定期検査,計量法に基づく特定計量器（はかり）の定期検査を実施,,,4～11月,取引や証明にはかりを使用する事業者橋本市、伊都郡、御坊市、日高郡、田辺市、西牟婁郡,,,500円～（検査手数料）,,県庁商工観光労働総務課※詳しくは要問合せ,,,,,,,,
ブルネイへの青少年交流団派遣,現地学生との交流やホームステイ,,,8月の1週間,ブルネイ国,県内在住・在学・在勤の高校1年生以上30歳以下の方,15人程度（選考）※参加者は事前・事後の研修を要受講,15万円程度（航空券、保険料など）,,,郵送で所定の申込書（申込先、ウェブサイトで配布）を5月10日までに県庁国際課県ウェブサイトでも掲載,,,,https://www.pref.wakayama.lg.jp/prefg/022300/d00152731.html,,,
リレー・フォー・ライフ・ジャパン2019わかやま,がん征圧をめざし、がん患者や家族・支援者などがグラウンドを24時間交代で歩くチャリティーイベント,,,5月25日（土）12:00～26日（日）13:00,和歌山公園砂の丸広場(和歌山市),,,,,実行委員会 電話070-1340-2178,,,,,http://relayforlife.jp/wakayama/,,,
きのくに人材Uターンフェア,県内企業約100社による合同説明会,,,4月15日（月）13:00～17:00,ホテルグランヴィア和歌山（和歌山市）,一般求職者、来春卒業予定の大学生など,,,,県庁労働政策課,,,,,http://www.wakayama-uiturn.jp/,,,
空き家なんでも相談会,,,,4月9日、6月11日いずれも火曜13:30～16:00,(1)県立図書館（和歌山市）(2)那賀振興局（岩出市）(3)伊都振興局（橋本市）(4)有田振興局（湯浅町）(5)日高振興局（御坊市）(6)西牟婁振興局（田辺市）(7)東牟婁振興局（新宮市）※同時開催,,,,,,電話、持参で所定の申込書（申込先、ウェブサイト、市町村で配布）を(1)県庁建築住宅課(2)～(7)各会場建設部（ファックスの場合は県庁建築住宅課へ ファックス073-428-2038）県ウェブサイトでも掲載,,,,https://www.pref.wakayama.lg.jp/prefg/080800/,,,
紀北青少年の家,〒649-7112　かつらぎ町中飯降1317-3電話0736-22-5530　ファックス0736-22-5531,新緑キャンプ～自然の中で生活しよう～,,5月11日（土）～12日（日） 1泊2日,,小学3～6年生,30人（先着順）,"4,000円 ",4月27日まで,,,,,,http://www.kihokuseisyounen.com/ ,,,
白崎青少年の家 ,〒649-1123 由良町大引961-1電話0738-65-2351　ファックス0738-65-2352http://shirasaki.pya.jp/,お父さんとクッキング,母の日の贈り物作り,5月11日（土）13:00～16:00,,父親と子供,10組（先着順）,220円/人＋800円/組,4月27日まで,,,,,,http://shirasaki.pya.jp/ ,,,
白崎青少年の家 ,〒649-1123 由良町大引961-1電話0738-65-2351　ファックス0738-65-2352http://shirasaki.pya.jp/,ジュニアリーダー育成講座,野外炊飯、リーダー講座など,5月18日（土）～19日（日） 1泊2日,,小学4年～中学3年生,10人（先着順）,"3,500円",5月4日まで,,,,,,http://shirasaki.pya.jp/ ,,,
白崎青少年の家 ,〒649-1123 由良町大引961-1電話0738-65-2351　ファックス0738-65-2352http://shirasaki.pya.jp/,ミステリアスアドベンチャー,白崎海岸で謎解きラリー,5月26日（日）10:00～15:30,,小学4年生以上（2人以上のグループ）,30組（先着順）,"1,000円/人（昼食付）",5月12日まで,,,,,,http://shirasaki.pya.jp/ ,,,
潮岬青少年の家,〒649-3502　串本町潮岬669電話0735-62-6045　ファックス0735-62-0182http://omoshiro-yh.com/,ファミリーキャンプ,,5月18日（土）～19日（日） 1泊2日,,,10家族（先着順）,"18歳以下4,240円/人、19歳以上4,500円/人",4月20日～5月4日,,,,,,http://omoshiro-yh.com/,,,
技能検定(前期),試験,職種： 造園・仕上げなど等級： 1～3級,,6月7日～9月10日,（受検票で通知）,,,"学科試験 3,100円、実技試験17,900円（上限）※減免措置あり",,,郵送、持参で4月3～16日に県職業能力開発協会〒640-8272和歌山市砂山南3-3-38電話073-425-4555,,実務経験などの要件有,申込先、県庁労働政策課、振興局企画産業課、市町村,http://w-syokunou.com/,,,
危険物取扱者（第１回）,試験,,,6月9日（日）9:30～,和歌山市、橋本市、田辺市,,,"甲種6,500円、乙種4,500円、丙種3,600円",,,郵送（簡易書留）、持参で4月16～25日（インターネットは4月13～22日17:00まで）に消防試験研究センター和歌山県支部〒640-8137和歌山市吹上2-1-22 日赤会館6階電話073-425-3369,,,申込先、県庁危機管理・消防課、振興局総務県民課、市町村、消防本部,https://www.shoubo-shiken.or.jp/,,,
調理師・製菓衛生師,試験,,,7月14日（日）13:30～15:30,調理師】プラザホープ（和歌山市）、上富田文化会館（上富田町）【製菓衛生師】和歌山ビッグ愛（和歌山市）、 上富田文化会館,,,"調理師6,100円、製菓衛生師9,400円",,,郵送で4月22日～5月16日に関西広域連合本部事務局〒530-0005大阪市北区中之島5-3-51大阪府立国際会議場11階電話06-4803-5669,,中学卒業同等以上の学歴があり、2年以上業務に従事した方など,県庁食品・生活衛生課、保健所（支所）など,http://www.kouiki-kansai.jp/,,,
